Year,Month,Date,UK,E_Midlands,E_of_England,E_Scotland,London,NE_England,N_Scotland,NW_England,SE_England,SW_England,W_Midlands,W_Scotland,Yorks_&_Humber,Channel_Islands,Isle_of_Man,N_Ireland,Wales
1960,4,1960.291667,3.860861203,4.9477468,5.090199406,2.089418154,5.196053917,3.180805328,1.077133667,4.893485826,4.895122471,5.523990681,5.381997395,2.947765354,4.502427886,0,4.990985257,3.146985409,4.835286488
1960,4,1960.291667,3.505745009,3.718241686,3.306887775,2.814331016,4.36118449,3.368417192,2.274174045,4.744793335,3.794377023,3.867229613,3.600319569,3.644836277,4.251928052,0,4.61049441,3.291087824,3.850060645
1960,4,1960.291667,0.583705374,0.575886983,1.006118235,-0.18922303,1.539434001,0.746459238,-0.03560991,0.933008161,0.448012013,1.583233629,0.697357114,-0.669471883,2.06959105,0,2.276568156,-0.12400005,0.869807411
1960,4,1960.291667,-0.679414171,-1.323696638,0.80123173,-2.015573919,0.702528385,-2.763136174,-0.041322644,-2.133832479,-0.998328843,-0.474369715,-2.26085811,-0.801070608,-1.401200395,0,1.744674223,2.449298414,-0.877375288
1960,4,1960.291667,1.096158833,-1.536177742,-0.315407642,1.143637175,1.022065594,0.165164772,5.370240956,0.17913121,-0.472266157,0.110367507,-0.553502446,1.473541183,0.065661871,0,1.327020264,3.219221297,0.199951432
1960,4,1960.291667,2.623446765,1.709430151,2.356341143,3.184492369,2.769983847,1.365130585,4.057509071,2.664866368,1.628654546,1.983950586,0.525008578,3.933038254,1.011549203,0,4.6013016,5.316218527,1.377887929
1960,4,1960.291667,4.358891598,2.924376468,4.048949549,5.344917077,4.431555589,1.781121988,7.069427416,2.351496844,3.777413016,5.142608185,2.858378437,4.547987442,2.08024009,0,5.714702511,5.632690873,3.357006367
1960,4,1960.291667,3.272829041,4.356890842,4.480423357,1.442956704,6.043334478,0.865929138,3.222355274,2.290015689,4.518016541,4.917544753,3.960853205,1.937517132,2.787172409,0,4.917327808,2.594251647,3.337706576
1960,4,1960.291667,5.014316894,3.957233072,2.891004125,5.458772976,3.844986882,4.221237421,6.816751979,5.834419107,2.575203552,3.999148798,5.355212576,6.694610619,4.122031666,0,7.215178764,7.322987056,4.220427133
1960,4,1960.291667,4.514717312,5.386968507,5.542336879,2.425188478,5.40864848,4.433878698,3.116263206,5.339861279,4.332164376,5.363523423,5.83054648,2.575031554,6.364095442,0,5.365387718,5.70021638,4.552719878
