North	East
-45520.6	357271.92
-45487.42	357208.44
-45454.68	357187.48
-45422.28	357208.96
-45424.27	357463.86
-45522.59	357526.82
-45522.92	357569.33
-45425.59	357633.82
-45426.58	357761.27
-45492.21	357824.49
-45494.02	358058.18
-45461.77	358100.94
-45363.95	358101.69
-45265.63	358038.72
-45233.11	358060.18
-45234.58	358251.35
-45104.83	358337.36
-44941.1	358253.6
-44940.13	358126.16
-44907.23	358083.98
-44874.87	358126.66
-44875.36	358190.38
-44583.19	358362.56
-44616.19	358404.81
-44714.02	358404.07
-44845.06	358488.01
-44845.55	358551.73
-44715.8	358637.72
-44617.97	358638.46
-44584.97	358596.21
-44584.64	358553.71
-44551.75	358511.53
-44389.32	358597.7
-44391.25	358852.55
-44489.55	358915.53
-44490.03	358979.24
-44392.68	359043.69
-44393	359086.19
-44589.61	359212.16
-44591.82	359509.52
-44234.98	359767.1
-44236.23	359936.95
-44269.07	359958
-44627.95	359976.58
-44693.25	359997.32
-44693.72	360061.1
-44792.01	360124.11
-44792.78	360230.26
-44956.79	360356.51
-44958.94	360653.89
-44926.68	360696.63
-44828.85	360697.34
-44730.57	360634.32
-44633.2	360698.74
-44274.47	360701.33
-44177.11	360765.74
-43916.05	360746.41
-43752.36	360662.59
-43752.05	360620.17
-43686.34	360556.94
-43684.49	360302.04
-43520.9	360218.32
-43391.02	360304.18
-43392.4	360495.36
-43294.89	360538.48
-43295.35	360602.19
-43197.98	360666.59
-43232.69	360963.65
-43135.32	361028.05
-43136.23	361155.52
-43300.06	361260.47
-43300.67	361345.46
-43203.14	361388.57
-43204.04	361516.04
-43269.45	361536.79
-43367.27	361536.1
-43399.69	361514.66
-43399.24	361450.96
-43464.35	361429.21
-43627.42	361428.06
-43692.72	361448.88
-43693.17	361512.59
-43791.44	361575.6
-43760.06	361745.74
-43858.34	361808.76
-43859.67	361999.88
-43599.95	362171.6
-43600.39	362235.31
-43535.54	362278.18
-43372.32	362258.1
-43307.36	362301.04
-43307.8	362364.74
-43145.45	362472.05
-43145.89	362535.75
-43506.36	362788.1
-43509.24	363212.81
-43411.7	363255.96
-43412.13	363319.66
-43314.73	363384.02
-43544.06	363531.11
-43641.89	363530.45
-43740.14	363593.51
-44033.61	363591.55
-44197.54	363717.88
-44393.19	363716.58
-44490.59	363652.21
-44751.5	363650.48
-44848.9	363586.1
-45044.55	363584.8
-45141.94	363520.42
-45207.2	363519.99
-45272.2	363498.34
-45270.92	363307.16
-45303.46	363285.66
-45401.28	363285
-45498.68	363220.61
-45857.4	363218.2
-46019.91	363132.14
-46018.61	362940.95
-45920.25	362877.88
-45918.21	362580.44
-45950.75	362558.93
-46048.58	362558.26
-46081.29	362579.33
-46115.57	362812.82
-46181.15	362876.11
-46181.58	362939.84
-46247.12	362981.84
-46344.8	362959.95
-46474.62	362874.11
-46474.33	362831.59
-46571.83	362767.19
-46571.4	362703.45
-46668.79	362639.04
-46668.35	362575.3
-46830.44	362446.7
-46827.95	362085.47
-46925.48	362042.27
-46924.14	361851.05
-47021.63	361786.62
-47021.19	361722.87
-47280.78	361551.03
-47280.33	361487.28
-47442.81	361401.08
-47540.64	361400.39
-47702.81	361271.74
-47996.28	361269.65
-48225.67	361416.85
-48226.12	361480.61
-48258.84	361501.61
-48356.66	361500.92
-48454.19	361457.7
-48552.01	361457.01
-48649.39	361392.56
-48714.64	361392.09
-48812.01	361327.64
-49105.48	361325.56
-49202.86	361261.1
-49463.76	361259.25
-49562.03	361322.33
-49659.86	361321.64
-49790.97	361405.8
-49791.42	361469.57
-49889.69	361532.66
-49890.14	361596.44
-50021.13	361680.54
-50118.51	361616.07
-50216.33	361615.38
-50248.86	361593.92
-50247.52	361402.57
-50312.51	361380.8
-50475.58	361379.65
-50572.96	361315.17
-51029.51	361311.94
-51127.78	361375.04
-51225.15	361310.56
-51322.98	361309.87
-51355.51	361288.39
-51354.91	361203.29
-51419.9	361181.58
-51517.72	361180.89
-51550.55	361201.9
-51551.46	361329.49
-51616.9	361371.59
-51779.98	361370.43
-51878.25	361433.54
-51976.07	361432.85
-52172.58	361537.84
-52270.41	361537.15
-52336	361600.5
-52433.82	361599.81
-52532.09	361662.93
-52629.92	361662.25
-52728.3	361725.37
-52793.44	361724.92
-52955.92	361638.71
-52857.65	361575.59
-52857.2	361511.78
-52889.62	361490.23
-52987.29	361468.29
-53019.83	361446.81
-53051.95	361382.77
-53116.75	361318.42
-53116.45	361275.93
-53213.82	361211.42
-53213.37	361147.6
-53310.74	361083.09
-53309.83	360955.38
-53178.82	360871.25
-52983.98	361000.28
-52820.1	360873.81
-52527.73	361046.09
-52462.44	361025.31
-52491.96	360599.6
-52393.68	360536.5
-52392.45	360366.39
-52651.96	360173
-52650.72	360002.89
-52845.43	359873.76
-52844.49	359746.14
-52746.35	359704.36
-52875.96	359597.02
-52973.79	359596.3
-53072.08	359659.39
-53104.61	359637.83
-53102.72	359382.57
-53492.27	359145.64
-53426.86	359124.88
-53329.03	359125.61
-53197.84	359020.2
-53197.05	358913.81
-53065.74	358808.48
-52967.92	358809.22
-52870.57	358873.77
-52805.43	358874.26
-52740.02	358853.43
-52739.06	358725.81
-52640.75	358662.73
-52638.49	358364.93
-52540.18	358301.87
-52536.92	357876.45
-52634.26	357811.89
-52633.93	357769.32
-52698.85	357726.33
-52861.82	357725.07
-52926.9	357703.25
-52926.41	357639.43
-53023.74	357574.86
-52990.18	357447.48
-53087.67	357404.16
-53085.18	357085.08
-53150.26	357063.32
-53248.59	357126.37
-53313.73	357125.86
-53475.97	357018.19
-53475.63	356975.62
-53410.05	356933.56
-53312.22	356934.33
-53279.48	356913.34
-53276.12	356487.87
-53177.79	356424.83
-53172.49	355765.35
-53269.8	355700.74
-53267.9	355466.72
-53234.98	355424.41
-53137.16	355425.21
-53071.73	355404.49
-53169.04	355339.88
-53167.99	355212.25
-53069.82	355170.48
-53068.25	354979.04
-52969.9	354916.03
-52967.44	354618.2
-52901.65	354554.93
-52899.71	354320.93
-52801.35	354257.93
-52800.28	354130.31
-52702.1	354088.56
-52698.33	353641.89
-52600.15	353600.15
-52598.52	353408.72
-52500.15	353345.75
-52498.15	353111.76
-52399.78	353048.79
-52497.06	352984.14
-52496.51	352920.26
-52430.89	352878.33
-52592.86	352749.31
-52590.84	352515.31
-52687.92	352429.33
-52687	352323.03
-52588.62	352260.07
-52587.5	352132.38
-52684.95	352089.03
-52682.15	351769.91
-52649.39	351748.95
-52551.45	351749.81
-52485.94	351707.82
-52484.43	351537.64
-52386.04	351474.7
-52385.1	351368.4
-52319.28	351305.18
-52318.71	351241.3
-52154.87	351157.7
-52089.73	351158.29
-51892.83	351032.43
NA	NA
-48470.31	351233.15
-48373.05	351297.79
-48275.23	351298.66
-48243.03	351341.48
-48243.41	351383.94
-48341.8	351446.83
-48310.25	351574.64
-48245.68	351639.05
-48246.24	351702.81
-48279	351723.75
-48376.82	351722.88
-48475.21	351785.78
-48573.03	351784.92
-48638.85	351848.11
-48736.67	351847.24
-48899	351760.81
-48897.87	351633.27
-48832.24	351591.32
-48734.98	351655.95
-48637.16	351656.81
-48604.4	351635.87
-48602.7	351444.51
-48504.31	351381.62
-48503.37	351275.32
-48470.31	351233.15
NA	NA
-48287.55	352701.44
-48255.17	352723.03
-48255.72	352786.78
-48288.47	352807.73
-48353.54	352785.94
-48352.99	352722.18
-48287.55	352701.44
NA	NA
-47375.92	352879.37
-47310.85	352901.16
-47311.4	352964.91
-47377.02	353006.87
-47409.23	352964.06
-47408.68	352900.31
-47375.92	352879.37
NA	NA
-52660.5	353025.23
-52595.43	353047.11
-52595.98	353110.92
-52661.41	353131.61
-52693.8	353110.08
-52693.25	353046.27
-52660.5	353025.23
NA	NA
-47932.86	353172.14
-47867.97	353215.22
-47868.51	353278.98
-47933.95	353299.65
-47966.45	353278.14
-47965.9	353214.38
-47932.86	353172.14
NA	NA
-45551	356995.46
-45486.08	357038.48
-45486.58	357102.21
-45552.01	357122.99
-45584.41	357101.44
-45583.91	357037.71
-45551	356995.46
NA	NA
-44451.17	358151.2
-44386.24	358194.13
-44386.56	358236.63
-44452.14	358278.63
-44484.39	358235.88
-44484.06	358193.38
-44451.17	358151.2
NA	NA
-53340.87	360742.45
-53308.61	360785.25
-53309.07	360849.07
-53341.79	360870.08
-53406.89	360848.37
-53406.28	360763.23
-53340.87	360742.45
NA	NA
-49467.95	361854.51
-49272.3	361855.87
-49240.02	361898.64
-49240.47	361962.41
-49305.76	361983.19
-49468.84	361982.05
-49533.79	361939.06
-49533.5	361896.59
-49467.95	361854.51
NA	NA
-44100.14	363782.31
-44034.75	363761.46
-43969.77	363804.39
-43970.62	363931.81
-44036.01	363952.59
-44101.27	363952.16
-44166.13	363909.3
-44165.42	363803.09
-44100.14	363782.31
NA	NA
-44654.8	363821.06
-44589.55	363821.49
-44427.17	363928.79
-44427.45	363971.29
-44492.99	364013.29
-44688.64	364012
-44720.93	363969.35
-44720.22	363863.13
-44654.8	363821.06
NA	NA
-46820.33	365867.96
-46624.68	365869.18
-46592.24	365890.61
-46592.64	365954.35
-46723.57	366038.5
-46821.39	366037.89
-46853.83	366016.46
-46853.04	365888.98
-46820.33	365867.96
NA	NA
-49040.08	366215.47
-48746.61	366217.29
-48616.74	366303.08
-48617.13	366366.85
-48519.59	366431.21
-48520.63	366601.27
-48684.36	366706.57
-48847.44	366705.57
-48977.18	366598.47
-48976.92	366555.94
-49171.9	366427.2
-49171.11	366299.67
-49040.08	366215.47
NA	NA
-48387.88	366219.5
-48290.06	366220.11
-48257.62	366241.54
-48258.01	366305.3
-48290.85	366347.63
-48388.67	366347.02
-48453.66	366304.09
-48453.27	366240.33
-48387.88	366219.5
NA	NA
-46824.02	366462.93
-46628.37	366464.13
-46596.06	366506.78
-46596.45	366570.51
-46727.37	366654.75
-46825.19	366654.15
-46857.5	366611.44
-46856.85	366505.18
-46824.02	366462.93
NA	NA
-49205.38	366575.85
-49172.94	366597.28
-49173.72	366724.82
-49238.99	366745.65
-49271.54	366724.22
-49270.77	366596.68
-49205.38	366575.85
NA	NA
-46532.36	366762.13
-46499.94	366804.84
-46501.36	367038.57
-46403.92	367102.9
-46404.3	367166.64
-46209.42	367295.28
-46210.05	367401.53
-46145.29	367465.65
-46146.05	367593.12
-46276.95	367677.37
-46929.15	367673.51
-46961.97	367715.77
-46962.22	367758.29
-46995.16	367800.61
-47288.63	367798.88
-47550.53	367967.37
-47746.18	367966.22
-47843.63	367901.89
-47941.58	367922.54
-48039.03	367858.21
-48136.86	367857.64
-48266.74	367750.58
-48265.73	367580.54
-48363.18	367516.2
-48362.8	367452.44
-48460.24	367388.09
-48459.99	367345.56
-48524.75	367281.41
-48524.36	367217.65
-48393.33	367112.21
-48034.73	367135.6
-47936.52	367072.44
-47643.05	367074.21
-47610.61	367095.63
-47610.99	367159.38
-47578.44	367180.87
-47382.79	367182.05
-47284.71	367140.12
-47186.88	367140.7
-46924.82	366951.05
-46827	366951.64
-46761.62	366930.74
-46761.23	366867
-46728.4	366824.75
-46630.58	366825.34
-46532.36	366762.13
NA	NA
-47478.43	366820.19
-47380.6	366820.79
-47348.29	366863.43
-47315.99	366927.38
-47381.38	366948.28
-47479.2	366947.69
-47511.64	366926.2
-47511.26	366862.45
-47478.43	366820.19
NA	NA
-48098.83	366943.94
-48066.39	366965.37
-48066.77	367029.12
-48132.17	367071.26
-48164.6	367028.53
-48164.21	366964.77
-48098.83	366943.94
NA	NA
-47844.38	368029.4
-47746.56	368029.97
-47714.23	368072.61
-47714.61	368136.44
-47747.3	368157.48
-47845.13	368156.91
-47877.57	368135.49
-47877.08	368050.44
-47844.38	368029.4
NA	NA
-52036.88	371322.9
-51939.06	371323.41
-51841.57	371387.72
-51743.74	371388.24
-51711.4	371430.96
-51711.62	371473.52
-51614.13	371537.83
-51617.3	372154.56
-51715.34	372196.61
-51715.77	372281.66
-51748.45	372302.73
-52041.92	372301.25
-52074.39	372258.59
-52072.87	371960.82
-52137.91	371939.17
-52300.98	371938.34
-52366.13	371916.76
-52365.8	371852.95
-52267.65	371789.65
-52266.99	371662.04
-52201.62	371641.06
-52136.37	371641.4
-52071.01	371599.25
-52069.79	371365.29
-52036.88	371322.9
NA	NA
-19884.86	371978.17
-19852.5	372020.65
-19853.16	372147.5
-19885.84	372168.45
-19918.19	372126.05
-19950.33	372020.14
-19884.86	371978.17
NA	NA
-54062.47	372035.7
-53997.33	372036.04
-53932.29	372078.94
-53932.62	372142.77
-53997.98	372163.69
-54063.12	372163.35
-54128.26	372141.77
-54127.94	372077.94
-54062.47	372035.7
NA	NA
-54356.49	372119.36
-54258.44	372098.53
-54226.09	372141.27
-54226.3	372183.85
-54259.09	372226.19
-54357.03	372225.69
-54389.49	372204.27
-54389.16	372140.44
-54356.49	372119.36
NA	NA
-54911.4	372222.88
-54781.32	372308.7
-54749.08	372372.7
-54814.54	372414.88
-54912.37	372414.38
-54944.72	372371.71
-54944.08	372244.04
-54911.4	372222.88
NA	NA
-53900.48	372228.01
-53704.72	372229
-53574.76	372314.8
-53575.4	372442.44
-53380.39	372571.07
-53380.93	372677.45
-53283.42	372741.76
-53284.06	372869.39
-53251.59	372890.8
-53153.65	372891.29
-53121.29	372934.01
-53186.86	372997.51
-53187.7	373167.71
-53155.12	373189.11
-53057.3	373189.59
-52959.27	373147.58
-52698.37	373148.86
-52633.01	373106.62
-52632.7	373042.81
-52730.21	372978.52
-52730	372935.95
-52566.29	372809.14
-52565.97	372745.33
-52369.79	372639.94
-52369.47	372576.13
-52304.01	372533.9
-52238.86	372534.23
-52173.82	372577.12
-52174.14	372640.92
-52141.57	372662.33
-52043.42	372599.01
-51847.78	372599.99
-51750.27	372664.28
-51652.45	372664.77
-51424.97	372814.82
-51425.6	372942.41
-51198.01	373092.36
-51100.18	373092.84
-50937.73	373221.3
-50839.91	373221.77
-50742.29	373264.73
-50546.75	373287
-50481.7	373329.79
-49992.58	373332.18
-49960.22	373374.88
-49960.73	373481.2
-50058.87	373544.5
-50059.18	373608.28
-50157.31	373671.59
-50157.92	373799.15
-50190.59	373820.3
-50288.42	373819.83
-50419.33	373904.23
-50421.04	374265.69
-50519.17	374329.01
-50519.47	374392.8
-50552.14	374413.88
-50845.61	374412.51
-50943.73	374475.84
-51204.64	374474.62
-51270.09	374516.87
-51172.56	374581.12
-51173.05	374687.46
-51336.72	374814.3
-51337.31	374941.88
-51435.33	374983.99
-51435.62	375047.78
-51500.95	375090.04
-51761.76	375067.54
-51859.87	375130.89
-52153.44	375150.87
-52251.09	375086.62
-52316.23	375086.33
-52608.83	374893.56
-52771.9	374892.82
-52934.59	374806.94
-52933.7	374615.5
-52868.35	374594.55
-52803.51	374658.67
-52705.57	374659.12
-52640.23	374616.86
-52640.03	374574.3
-52932.61	374381.5
-52932.01	374253.87
-53029.54	374189.6
-53029.24	374125.78
-52963.88	374104.77
-52800.92	374105.54
-52735.56	374084.61
-53093.07	373827.65
-53092.77	373763.83
-53190.39	373720.8
-53189.77	373593.17
-53352.44	373507.31
-53515.4	373506.52
-53808.05	373313.56
-53905.88	373313.09
-53970.71	373248.94
-54068.53	373248.46
-54393.64	373034.13
-54393.43	372991.55
-54490.94	372927.24
-54490.62	372863.41
-54588.13	372799.09
-54587.49	372671.43
-54489.46	372629.34
-54489.14	372565.51
-54456.35	372523.09
-54260.6	372524.08
-54227.92	372502.99
-54227.27	372375.33
-54063.77	372291.01
-53998.63	372291.34
-53900.48	372228.01
NA	NA
-19528.28	372402.87
-19463.14	372424.39
-19463.46	372487.81
-19528.93	372529.71
-19561.29	372487.31
-19560.97	372423.89
-19528.28	372402.87
NA	NA
-54553	372288.53
-54487.85	372310.18
-54488.5	372437.85
-54553.86	372458.77
-54586.32	372437.35
-54585.68	372309.69
-54553	372288.53
NA	NA
-51944.42	372365.54
-51846.6	372366.04
-51814.14	372387.52
-51814.46	372451.32
-51945.28	372535.7
-52043.1	372535.21
-52075.68	372513.8
-52075.36	372450
-51944.42	372365.54
NA	NA
-54912.58	372456.97
-54814.76	372457.46
-54782.29	372500.2
-54782.61	372564.04
-54815.4	372585.13
-54913.22	372584.64
-54945.69	372563.22
-54945.37	372499.38
-54912.58	372456.97
NA	NA
-19692.98	372719.23
-19627.61	372698.37
-19562.57	372741
-19563.53	372931.27
-19628.89	372952.06
-19694.14	372951.73
-19759.19	372909.17
-19758.34	372740.01
-19692.98	372719.23
NA	NA
-19889.17	372823.9
-19856.7	372845.26
-19857.02	372908.68
-19889.8	372950.75
-19954.85	372908.19
-19954.64	372865.88
-19889.17	372823.9
NA	NA
-19694.36	372994.04
-19661.88	373036.51
-19662.2	373099.93
-19694.99	373120.89
-19760.14	373099.44
-19759.82	373036.02
-19694.36	372994.04
NA	NA
-19727.87	373184.15
-19662.83	373226.78
-19663.04	373269.09
-19728.5	373311.07
-19761.08	373289.72
-19760.77	373226.29
-19727.87	373184.15
NA	NA
-54720.21	373138.94
-54687.74	373160.35
-54688.05	373224.18
-54720.73	373245.28
-54785.88	373223.7
-54785.56	373159.87
-54720.21	373138.94
NA	NA
-55372.72	373178.25
-55177.07	373200.53
-55144.6	373221.95
-55145.22	373349.63
-55276.03	373434.09
-55438.69	373348.2
-55438.07	373220.51
-55372.72	373178.25
NA	NA
-54459.73	373204.05
-54297.07	373289.93
-54297.38	373353.75
-54362.74	373374.69
-54492.72	373288.97
-54492.41	373225.14
-54459.73	373204.05
NA	NA
-49828.98	373226.73
-49763.94	373248.28
-49764.57	373375.83
-49829.81	373396.75
-49862.39	373375.35
-49861.77	373247.8
-49828.98	373226.73
NA	NA
-19697.38	373607.16
-19632.12	373607.48
-19566.97	373628.99
-19567.59	373755.83
-19632.95	373776.63
-19698.2	373776.31
-19763.36	373754.88
-19762.74	373628.03
-19697.38	373607.16
NA	NA
-49831.56	373758.17
-49733.74	373758.64
-49668.7	373780.26
-49669	373844.04
-49734.35	373886.26
-49832.17	373885.8
-49864.65	373843.1
-49864.35	373779.32
-49831.56	373758.17
NA	NA
-19897.3	374494.25
-19864.92	374536.71
-19865.22	374600.13
-19897.89	374621.1
-19930.37	374599.83
-19930.07	374536.4
-19897.3	374494.25
NA	NA
-19800.36	374685.05
-19767.89	374706.32
-19768.18	374769.75
-19800.95	374811.9
-19866.01	374769.29
-19865.72	374705.87
-19800.36	374685.05
NA	NA
-50848.17	374965.44
-50815.7	374986.82
-50816.28	375114.4
-50849.05	375156.8
-50881.53	375114.1
-50880.95	374986.53
-50848.17	374965.44
NA	NA
-50554.7	374966.78
-50522.23	374988.17
-50522.81	375115.74
-50555.48	375136.82
-50620.63	375115.29
-50620.05	374987.72
-50554.7	374966.78
NA	NA
-52968.14	375019.54
-52935.66	375040.94
-52935.95	375104.75
-52968.72	375147.17
-53033.78	375104.31
-53033.49	375040.49
-52968.14	375019.54
NA	NA
-51305.31	375090.93
-51175.3	375176.56
-51175.59	375240.35
-51208.25	375261.52
-51306.08	375261.07
-51371.23	375239.46
-51338.08	375112.02
-51305.31	375090.93
NA	NA
-52219.18	375256.94
-52153.92	375257.24
-52088.88	375278.77
-52089.17	375342.58
-51991.63	375406.82
-51991.92	375470.62
-52057.25	375512.89
-52155.07	375512.45
-52285.1	375405.5
-52284.62	375299.13
-52219.18	375256.94
NA	NA
-19753.15	378892.77
-19687.97	378914.14
-19688.22	378977.57
-19753.64	379019.62
-19786.16	378977.19
-19785.91	378913.76
-19753.15	378892.77
NA	NA
-18353.61	379616.91
-18255.78	379617.28
-18125.58	379702.36
-18125.82	379765.77
-18158.66	379807.87
-18256.26	379744.09
-18354.08	379743.73
-18386.58	379722.49
-18386.26	379637.9
-18353.61	379616.91
NA	NA
-18354.24	379786.02
-18289.14	379828.56
-18289.38	379891.97
-18354.72	379912.84
-18387.21	379891.61
-18386.97	379828.2
-18354.24	379786.02
NA	NA
-18062.16	380167.55
-18029.56	380188.85
-18029.79	380252.25
-18062.55	380273.25
-18127.62	380251.9
-18127.39	380188.49
-18062.16	380167.55
NA	NA
-18063.47	380526.86
-18030.86	380548.16
-18031.09	380611.57
-18063.85	380632.56
-18128.92	380611.22
-18128.69	380547.81
-18063.47	380526.86
NA	NA
-18815.41	381052.66
-18717.58	381053
-18685.04	381095.41
-18685.26	381158.82
-18816.07	381242.9
-18848.5	381200.56
-18848.13	381094.84
-18815.41	381052.66
NA	NA
-18718.39	381285.53
-18522.8	381307.32
-18490.19	381328.62
-18490.77	381497.74
-18588.82	381560.81
-18589.03	381624.22
-18491.42	381687.97
-18491.85	381814.78
-18394.23	381878.52
-18394.58	381984.23
-18459.98	382026.31
-18687.72	381877.54
-18687.5	381814.13
-18785.23	381750.38
-18784.8	381623.56
-18849.8	381581.04
-18849.59	381517.62
-18784.23	381454.43
-18751.11	381327.72
-18718.39	381285.53
NA	NA
-19111.01	381664.75
-19045.82	381686.09
-19046.04	381749.5
-19111.36	381770.4
-19143.86	381749.17
-19143.65	381685.76
-19111.01	381664.75
NA	NA
-72560.39	381590.99
-71973.46	381592.96
-71908.42	381657.21
-71810.6	381657.53
-71713	381721.89
-71615.17	381722.22
-71582.56	381743.72
-71582.78	381807.75
-71387.56	381936.45
-71387.77	382000.48
-71290.15	382064.82
-71290.29	382107.53
-71192.68	382171.87
-71192.89	382235.9
-71127.84	382300.13
-71193.3	382363.95
-71193.5	382427.97
-71291.46	382470.37
-71292.07	382662.45
-71390.09	382726.17
-71391.35	383131.72
-71293.79	383217.36
-71293.92	383260.07
-71261.48	383302.88
-71163.66	383303.18
-70935.78	383453.23
-70936.17	383581.27
-70968.91	383602.56
-71066.54	383538.25
-71197.19	383623.2
-71197.57	383751.25
-71393.59	383878.73
-71393.71	383921.44
-71491.78	384006.5
-71492.09	384113.24
-71590.1	384176.98
-71590.65	384369.07
-71688.59	384411.51
-71689.13	384603.6
-71852.56	384731.21
-71852.68	384773.92
-71950.68	384837.68
-71951.03	384965.75
-72081.76	385050.82
-72179.59	385050.56
-72244.78	385071.7
-72244.96	385135.74
-72277.75	385178.37
-72375.57	385178.1
-72408.2	385199.34
-72408.37	385263.38
-72506.37	385327.15
-72506.54	385391.19
-72246.09	385562.68
-72246.43	385690.75
-72279.16	385712.06
-72376.99	385711.81
-72409.67	385754.37
-72409.83	385818.41
-72149.37	385989.86
-72149.54	386053.9
-72312.93	386181.56
-72247.84	386245.84
-72247.95	386288.48
-72150.29	386352.76
-72150.45	386416.8
-72346.4	386544.39
-72314.25	386715.26
-72053.81	386908.07
-72054.22	387078.78
-72152.19	387142.58
-72152.49	387270.73
-72087.4	387292.2
-72022.14	387292.35
-71859.32	387399.47
-71859.41	387442.11
-71761.74	387506.37
-71761.88	387570.47
-71729.36	387591.87
-71631.54	387592.09
-71403.55	387741.97
-71403.69	387806
-71208.33	387934.56
-71209.25	388361.41
-71176.73	388382.8
-70981.09	388383.21
-70948.49	388425.99
-70948.76	388554.03
-71046.67	388596.54
-71046.8	388660.56
-70949.11	388724.78
-70949.72	389023.58
-71047.67	389087.4
-71048.05	389279.47
-71080.77	389300.73
-71178.59	389300.54
-71211.2	389321.86
-71211.33	389385.89
-71309.27	389449.72
-71309.39	389513.75
-71505.28	389641.43
-71505.48	389748.17
-71701.36	389875.87
-71701.47	389939.9
-71766.84	390003.81
-71767.49	390366.68
-71702.35	390430.83
-71702.64	390601.6
-71800.57	390665.46
-71768.22	390793.58
-71703.04	390836.4
-71703.56	391156.56
-71834.2	391241.7
-71932.02	391241.54
-72062.55	391326.76
-72063.21	391753.69
